1545.7,1546.1,1544.2,1544.9,1546,1540.2,1537.2,1533.9,1532.5,1532.5,1536.4,1539.6,1544.8,1546.1,1547.1,1545.8,1546.9,1547.5,1547.9,1546.7,1547.9,1540.5,1534,1532.4,1535
1545.6,1545.9,1544,1544.8,1545.8,1540,1537.1,1533.7,1532.4,1532.4,1536.3,1539.5,1544.7,1546,1546.9,1545.6,1546.8,1547.4,1547.7,1546.5,1547.7,1540.3,1533.9,1532.3,1534.8
1545.4,1545.7,1543.7,1544.5,1545.6,1539.8,1536.9,1533.5,1532.1,1532.1,1536,1539.2,1544.5,1545.8,1546.7,1545.4,1546.5,1547.1,1547.4,1546.3,1547.5,1540.1,1533.6,1532,1534.5
1545.1,1545.4,1543.5,1544.3,1545.3,1539.6,1536.6,1533.2,1531.8,1531.9,1535.8,1538.9,1544.2,1545.5,1546.4,1545.1,1546.3,1546.9,1547.2,1546,1547.3,1539.8,1533.4,1531.7,1534.3
1544.9,1545.2,1543.2,1544,1545,1539.3,1536.4,1533,1531.6,1531.6,1535.5,1538.7,1544,1545.3,1546.2,1544.8,1546,1546.6,1546.9,1545.7,1547,1539.6,1533.1,1531.5,1534
1544.6,1544.9,1543,1543.8,1544.8,1539,1536.1,1532.7,1531.3,1531.4,1535.3,1538.4,1543.7,1545,1545.9,1544.6,1545.8,1546.4,1546.6,1545.5,1546.8,1539.3,1532.9,1531.3,1533.8
1544.4,1544.6,1542.7,1543.5,1544.5,1538.8,1535.9,1532.5,1531.1,1531.1,1535,1538.2,1543.4,1544.8,1545.7,1544.3,1545.5,1546.1,1546.4,1545.2,1546.5,1539.1,1532.6,1531,1533.5
1544.1,1544.4,1542.4,1543.2,1544.2,1538.6,1535.6,1532.2,1530.8,1530.9,1534.7,1537.9,1543.1,1544.5,1545.4,1544,1545.3,1545.8,1546.1,1544.9,1546.3,1538.8,1532.3,1530.8,1533.3
1543.8,1544.1,1542.2,1543,1544,1538.3,1535.4,1532,1530.6,1530.6,1534.5,1537.7,1542.9,1544.3,1545.1,1543.8,1545,1545.6,1545.8,1544.7,1546,1538.5,1532.1,1530.5,1533
1543.6,1543.9,1541.9,1542.7,1543.7,1538.1,1535.1,1531.7,1530.3,1530.3,1534.2,1537.4,1542.6,1544,1544.9,1543.5,1544.7,1545.4,1545.6,1544.4,1545.7,1538.3,1531.9,1530.3,1532.7
1543.4,1543.6,1541.7,1542.5,1543.5,1537.8,1534.8,1531.5,1530.1,1530.1,1534,1537.2,1542.4,1543.8,1544.7,1543.3,1544.5,1545.1,1545.3,1544.2,1545.5,1538,1531.6,1530,1532.5
