-2,0,-2
-2,0,-1.95959596
-2,0,-1.919191919
-2,0,-1.878787879
-2,0,-1.838383838
-2,0,-1.797979798
-2,0,-1.757575758
-2,0,-1.717171717
-2,0,-1.676767677
-2,0,-1.636363636
-2,0,-1.595959596
-2,0,-1.555555556
-2,0,-1.515151515
-2,0,-1.474747475
-2,0,-1.434343434
-2,0,-1.393939394
-2,0,-1.353535354
-2,0,-1.313131313
-2,0,-1.272727273
-2,0,-1.232323232
-2,0,-1.191919192
-2,0,-1.151515152
-2,0,-1.111111111
-2,0,-1.070707071
-2,0,-1.03030303
-2,0,-0.98989899
-2,0,-0.949494949
-2,0,-0.909090909
-2,0,-0.868686869
-2,0,-0.828282828
-2,0,-0.787878788
-2,0,-0.747474747
-2,0,-0.707070707
-2,0,-0.666666667
-2,0,-0.626262626
-2,0,-0.585858586
-2,0,-0.545454545
-2,0,-0.505050505
-2,0,-0.464646465
-2,0,-0.424242424
-2,0,-0.383838384
-2,0,-0.343434343
-2,0,-0.303030303
-2,0,-0.262626263
-2,0,-0.222222222
-2,0,-0.181818182
-2,0,-0.141414141
-2,0,-0.101010101
-2,0,-0.060606061
-2,0,-0.02020202
-2,0,0.02020202
-2,0,0.060606061
-2,0,0.101010101
-2,0,0.141414141
-2,0,0.181818182
-2,0,0.222222222
-2,0,0.262626263
-2,0,0.303030303
-2,0,0.343434343
-2,0,0.383838384
-2,0,0.424242424
-2,0,0.464646465
-2,0,0.505050505
-2,0,0.545454545
-2,0,0.585858586
-2,0,0.626262626
-2,0,0.666666667
-2,0,0.707070707
-2,0,0.747474747
-2,0,0.787878788
-2,0,0.828282828
-2,0,0.868686869
-2,0,0.909090909
-2,0,0.949494949
-2,0,0.98989899
-2,0,1.03030303
-2,0,1.070707071
-2,0,1.111111111
-2,0,1.151515152
-2,0,1.191919192
-2,0,1.232323232
-2,0,1.272727273
-2,0,1.313131313
-2,0,1.353535354
-2,0,1.393939394
-2,0,1.434343434
-2,0,1.474747475
-2,0,1.515151515
-2,0,1.555555556
-2,0,1.595959596
-2,0,1.636363636
-2,0,1.676767677
-2,0,1.717171717
-2,0,1.757575758
-2,0,1.797979798
-2,0,1.838383838
-2,0,1.878787879
-2,0,1.919191919
-2,0,1.95959596
-2,0,2
